efbc61ae-c310-48a2-a387-d929829bd48e,CapitalBrazil,553584410973,267697813089222.0,266312649895537.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
efc0b329-50a9-46ce-98a5-de493488e434,amocrmfb300c1ee24341b09128021f08991e68,573237741645,102165582981014.0,105764092616377.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
efc87b3d-eab5-4081-8ef4-1cd6050a4888,CitroenPeugeot,554732312056,112668868426853.0,103279662711771.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
efe1d5bc-c089-41e6-8f9d-1d896c904593,PaiGermano5810,558694585810,235095466363028.0,273791749147409.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
eff53bc6-4dd9-417c-b6ef-d682cdcc3210,RenattaFerian,554174036844,108946472150715.0,104056935981028.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f00f6429-c01c-4a0d-99ed-e57c28744610,Colherada,5511910079440,103033112683994.0,112855918356640.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f016cc91-e49a-4ec4-a790-2abe00529875,Cadis30416,558596730416,211385865388570.0,218612084662685.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f01cf4c5-6b8e-43b9-9c11-3cfab89670fd,TOTALDESENVOLVIMENTOWEBEIR64bfc5e6ae688b34503d9e67,5521971664749,108449132334645.0,103416209510889.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f03331bd-1aac-4bec-83da-8094e5a25111,Kitframe1146134566,551146134566,103039989220337.0,101258032739061.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f0360de5-c764-40cf-ada4-2823c2743770,amocrm34b27546e45245589a4a16be850abf3b,554891774520,145539355309217.0,153040914555359.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f0523f4e-fe09-4c22-a514-9546e47689a4,Clicb13938739Ecosafety,558498208584,114163221586746.0,111276788545382.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f061b4f2-1f62-492e-8ddb-d00647177890,InstitutoOdontoss,5527998232847,290059309864414.0,373160857616792.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f0861356-08c9-4b43-a5ac-f118f2ce0d34,AliancasParceriasTOTVS,5511993249206,276672535534622.0,289323980930815.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f094fe1a-932b-4b83-bf37-c670463130f3,Clicb10280991ExtraFarmaDDD18,551840047474,156233947572005.0,167354883125131.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f0973698-f924-4367-8cf4-3350be3d3080,amocrm671977d9a33741199696d36b6f8b140b,56936521162,146591941869939.0,139358075930757.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f0b9eccb-126f-47ec-a0d1-923ee324d690,FIDUCIAL14,553192715492,110522958641827.0,112303608482459.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f0cfef01-1e3f-46d0-a455-0e57173ea4d4,ContatoGeral,5521998322712,114112238342069.0,118191907932136.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f0e7a9d4-0a8b-4afd-9523-0bc0197abc05,ConceptInspecaodeRisco,558007494040,100276599792633.0,220913024441545.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f0eede64-711e-46b0-abe5-c9680de653af,ChatbotClapp,552120423655,113457668516259.0,119948547862658.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f1275559-7732-43d8-8477-ebec052a3b38,plataformamoedacerta0680,554192920680,225573533972138.0,219989057866534.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f12e5b83-ce94-4a2f-9324-2d22910f5442,FACELAB5995,556191835995,195613343646252.0,251143718081338.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f135cf48-fcac-4121-bbb4-5811ef2be3a2,Castela,553432223921,100669702832373.0,107621878789111.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f135efc1-d1fd-44ff-92d1-870533553fab,SousadeOlivTeste,5521993938527,207861225742886.0,163107276896232.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f16fea55-8125-4b0e-b3d9-825d2db811f4,l2b0165,5521969853433,112107578622090.0,110744745426221.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f174c499-d6f7-4981-9fa0-07c868a4418c,NatalViagens,558498104299,107703072291278.0,105332942531669.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f193bf5d-d0be-4d4d-a5ce-5552593d9253,5521970432155,5521970432155,107027455791396.0,114129591739923.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f1ac8687-f779-4b56-b777-968c583995e7,DBI9412,551150439412,110869501819278.0,100431172881997.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f1bc322e-2d43-47d8-b1c3-f2a86c452fb7,amocrmf4bbb70fd64544188602d6dc6ec77e41,573217163324,101669969513979.0,105346945807862.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f1c5b690-5b54-44e2-9b2d-0e0d3fbf7eab,amocrm234d7134a7864f2c860328f752e035e7,554191437101,113231825034721.0,109836195378399.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f1c8046b-a312-49d6-b42c-daee3a77bbee,plataformanet,551143305615,122113847481334.0,117469384686005.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f1dce841-1b6e-426e-b94a-53764f9a56ba,SuperchatDev1,5527996186453,109681135465234.0,121274890955648.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f1e4cf71-50b2-4729-a5cf-fd4cfa039f15,ScoreGroup1151962400,551151962400,102926179409691.0,118383821189343.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f204e24d-cbfc-4369-814d-20142bb07b3e,Asteba,557122029400,107296128809321.0,108030438750234.0,,400,"{'message': {'code': 100, 'error_subcode': 2593005, 'error_user_msg': 'Phone number is not verified through SMS or voice, please use embedded sign-up, WhatsApp Manager, direct sign-up or GraphAPI depending on your use case to verify your phone number first or contact support for help. Learn more', 'error_user_title': 'Phone number is not verified', 'fbtrace_id': 'ARfjdzVv50xhoNZixo9B3xo', 'is_transient': False, 'message': 'Invalid parameter', 'type': 'OAuthException'}, 'status': 'error'}"
f205899e-d089-4d66-8db5-4da30c2adece,DiegoSantos65cd13ee1529cf26a6962a10,5511977662509,251320978058115.0,187172454489298.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f22ce844-6aab-4ffd-a3f6-3070821bfc50,Investindotoledo,554530201106,256697157533505.0,291058910750736.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f230de87-1d4e-4d7a-9efd-fe1b6c8b244c,amocrm81e6e86afd814b46a30c5b3ed6143fd8,558197078864,167634629758193.0,155816267612903.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f23191e2-b2fe-4452-a682-ada574267bc4,amocrm4c37fd0cb60e4db58a4df1b6cc969464,5521998789083,106856175739437.0,121231660954894.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f25bfda2-a439-4916-b2d3-63554ea3ec39,Clicb7580727AlegraMais,554335712001,444568946973248.0,596635061498264.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f26b0607-8a11-4664-b3e2-764653e69577,VERACRUZTESTE,555499726082,182959881564645.0,179765655219083.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f277e731-7312-48f3-a5e3-786c137c0f7e,IpayBrasil,5511984156391,105683099290424.0,100494686482527.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f27e0702-53e3-4d21-96fb-2e82949a0543,ParceirosCNP,551128866654,100128026482453.0,298312246705986.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f2889e11-4b3d-47ac-a6e1-688806a9797f,ByMotoGBH,553521022885,108970711841832.0,107046718703425.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f2890b76-370e-436d-967d-cdf77ca9dbfa,tUGLcQOXKRry0ep8TupRxh9F,551140035417,119716724457568.0,122961160801229.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f2a24c23-f5e6-400a-81d2-2e241afb5b72,LightsoulBranding65567ca0a432e1193f1b5b45,5511942563489,174446005751920.0,127055840501390.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f2b0098e-e431-4f58-b1bd-d4516deab7d6,CCSTelecm4701,554732634701,103578506136096.0,138926979297864.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f2b312d3-718a-4cbb-9df0-8adad8aa990d,Clicb19803534Solisinvestimentos,558540421784,122066770988378.0,124301990763397.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f2c26160-2fec-49df-99a5-d9d580f53b7e,amocrmca553fd9c1a74c53ae310b8090b506f1,557998062545,125963437255842.0,109524342247325.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f2de70cf-218b-4c47-86d7-cc3e3288ef96,Clicb16850244GraphA02,551132745997,116517154776222.0,103325352772993.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f2e464b1-932a-4904-a26e-aa548342e376,EchosisJacarepagua,557191777037,100976709568668.0,111577948493279.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f2e5afa9-2317-49dc-bed5-75240b70620c,CriativaCallCenterHMG,559131227195,104286825902368.0,107527775573092.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f2ed20b2-5a6a-4722-b36b-afe6a3d6640a,Clicb13185972ComercialCAF,553434234500,101891506117852.0,115178281437932.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f2ff3ce3-6cdf-4c87-b213-d7bdba16a140,ParceirosAtendimentoWini,558007498080,112201881901206.0,101301916363414.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f302aa9b-38ce-4722-a489-f33053976ecc,Clicb11150056JobalGuardanapos,552125891500,103930595748657.0,109625008502363.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f317be3e-cd47-48d6-afcc-750fea0bba78,oralart,554491324374,113832761716959.0,103227106125243.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f3430b41-600d-4396-8325-698a9eaa0c74,saoroqueteste,551147135169,624909965376672.0,1238825443283287.0,,400,"{'message': {'code': 100, 'error_subcode': 2593005, 'error_user_msg': 'Phone number is not verified through SMS or voice, please use embedded sign-up, WhatsApp Manager, direct sign-up or GraphAPI depending on your use case to verify your phone number first or contact support for help. Learn more', 'error_user_title': 'Phone number is not verified', 'fbtrace_id': 'Ac4L40Ox7HsuFYLngHWTep-', 'is_transient': False, 'message': 'Invalid parameter', 'type': 'OAuthException'}, 'status': 'error'}"
f3467f49-da5d-4fdb-a4e5-61559e01b1bf,SVVCOB005,551147373800,334773139717687.0,354232374433211.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f36d06c0-6c2f-4a40-ba61-ff6421ed328b,amocrmdc905d8d106b4efa91da12e4e1358cc8,551151949384,158498040677682.0,136644782873333.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f36f31de-1556-4b14-a115-c552371fc36c,hospedaBC,554797144926,142936315565663.0,154140801106963.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f371c2a0-f589-4299-8bfe-84dd3723658f,rasshair,5511981263995,107700439006228.0,125519817197410.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f37dc31a-3cc0-422a-b020-61d475084df2,HbotPousadaAltamira,5512996700613,637098497418094.0,441204137712493.0,,400,"{'message': {'code': 100, 'error_subcode': 2593005, 'error_user_msg': 'Phone number is not verified through SMS or voice, please use embedded sign-up, WhatsApp Manager, direct sign-up or GraphAPI depending on your use case to verify your phone number first or contact support for help. Learn more', 'error_user_title': 'Phone number is not verified', 'fbtrace_id': 'A9fCqaWpBHQCL-H53q8cxkA', 'is_transient': False, 'message': 'Invalid parameter', 'type': 'OAuthException'}, 'status': 'error'}"
f38736f5-026c-4a0d-8166-45f2af1f40ff,amocrm6f0f0f592458469f91d7240b47abfcf0,573124755986,170832516107160.0,159955040533201.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f38f2ad5-3f64-472a-b537-b1b1df4bb7ae,BelluzzoTeste,556392076266,176198002237885.0,171881869339778.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f3a94d27-e265-46d3-9a64-90e596493c32,AtracaoMotos,556530292000,1065913230914505.0,4515834171871124.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f3e573b1-cb1d-4df5-a115-5abeabc1a2c1,VIVERAVIDA1,556492194121,100958279549427.0,103776342597597.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f3e5f3e8-0086-46aa-aa41-1e993dc4ddcb,MeuPreparatrio659eb0a988560012d08e541a,558299323479,194852713717591.0,158804967327198.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f405a13d-ee29-425c-94ac-29cab2a2b55b,Clicb11337829GasExpresso,559691469191,100684836094668.0,106203168865860.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f417d4ce-c414-449f-b95b-3e84a391824b,SENIORBANK,558005750050,110634041929896.0,108681732128619.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f4234f7c-02e0-4572-97f7-56baafd46821,TRIIDER11917765600,5511917765600,106379309050919.0,105656039124307.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f438cae7-d425-4e17-823e-0c73be801803,AttivaChatBoot,556285960277,110854955319007.0,111163925297418.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f4422980-f6f2-421e-8cd5-786b2df172ea,CCMGroup,5511939069796,102442675882834.0,111408154971199.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f4563d8c-4f70-42bb-a1cb-3f9ab6afb896,HCOSTA14,551121230910,192411063955386.0,215742131611461.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f4697f8c-c5c9-43e1-8bd8-647d84ff62b2,551120508671,551120508671,200057886527288.0,223385820851700.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f47c3e23-d59c-481b-aafc-03a0f9345724,agendaedu,551141307387,101568152670109.0,100801292768002.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f481a822-696b-4fb6-9f9a-5c73415e68c4,amocrm0fa4bc6bc3a641018c10e1f40c23c42e,51966293982,109664832177506.0,110593978750372.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f482601b-6c1d-4e18-aa55-0349e9c7287c,Clicb8684667AutoBahea,12078027361,4273815409395419.0,299677655349835.0,,400,"{'message': {'code': 100, 'error_subcode': 2593005, 'error_user_msg': 'Phone number is not verified through SMS or voice, please use embedded sign-up, WhatsApp Manager, direct sign-up or GraphAPI depending on your use case to verify your phone number first or contact support for help. Learn more', 'error_user_title': 'Phone number is not verified', 'fbtrace_id': 'AHo1YprQS5soXRnfJ1Mg5Cn', 'is_transient': False, 'message': 'Invalid parameter', 'type': 'OAuthException'}, 'status': 'error'}"
f49253d2-d933-4a3e-90f2-1cea29bd4909,Clicb7760986Aeroclubejf,558521805791,1078778172953388.0,1739144309750554.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f49898b5-e3fe-40ed-9f9e-43fa3802de36,One6140037559,556140037559,192526270605001.0,136452076229025.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f4c1bf59-fa61-45e2-9c21-bfcfdbbac794,PantanalemDana65cb61c87e18f789c9026a0b,556730233989,221243867745128.0,236772109519480.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f4d057d8-a18e-4285-af19-8b9a47d15061,goldline,558534692888,106830799024916.0,106089265746103.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f4efc676-4d6a-4d1b-aa8a-0bc2128a0037,HotelCaboBrancoAtlantico3564,558335072502,109338248736658.0,103763472633764.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f4f6991a-42f7-46e5-822f-9da73fc92ccb,Estudacom,556599100226,100121289847600.0,118736044650893.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f4fddaa0-946a-4f1a-8f29-a31bd6138132,hotelvillalobosteste,553598205745,142829888915233.0,162303973623650.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f50345c6-4ae4-4e2b-bac0-d7e5bc2d4710,redeedu,555596471684,100481426407586.0,109653415482708.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f50b1907-51bd-4d5e-8636-bd30969aeecc,OrtoDoctorUdi,553492542299,107785705247599.0,695858165002467.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f517ca06-aa77-4880-aa37-11e04ef6211b,TechPonteAutomaoLTDA6633dc57ee217e06c627a502,553131812151,329462230241445.0,324999267356702.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f529c116-8990-48c3-adb6-8f71e6ff051e,MacedoSuporte,557481023065,103397879260568.0,105891635673380.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f55057fa-a7a8-43aa-86ed-837de4272b81,VerImoveisAtv,558581753525,102849552453643.0,102677345805374.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f558e707-fe29-4409-9768-1f3f2aece6c6,BRK933001978,5534933001978,126952047164245.0,122929690903087.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f55d79aa-d355-4dd1-a832-cc78b232e141,IpayBrasil6,5511912808569,114237431770184.0,103952402810256.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f56e2fb4-be54-43f3-8ab0-0e1e4ab23d9a,ASFSaude,558005915875,206195052586482.0,266395136552395.0,,400,"{'message': 'Given APP is already in cloud', 'status': 'error'}"
f56ee491-9824-4364-ab20-3ae0972166e0,amocrm72e8d69ffb5546659fca39469b1f80dd,593962866285,114072531743884.0,112118535275152.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f58f8d0f-d713-450a-8cba-ff2b887055ea,vestmedtobias,557996494232,112970821782482.0,115278181548575.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f59af8ea-a8e2-44cd-a4b9-ca7e1fcfae59,amocrm9e7c0463700342f6936b0d955d28d2c5,5515991458226,115252734898255.0,113184511773516.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f59ba623-dc34-4e78-888b-4cb2ca4ef385,app00161998650071,556198650071,1.22106205616003e+17,1.22101211684011e+17,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f5a0b7d1-c9d3-4011-be95-0fb94e17fff7,refrigeracao4076,5511932234076,212787968577881.0,185830411285762.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f5b0d27a-289b-4193-b55f-bfe09d9765a0,OticasKamyss4610,551142804610,246977865164971.0,244225452111251.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f5c23c50-bc2f-483f-a6a8-4554c804a9bf,5516999133415,5516999133415,108294245698780.0,112006588657043.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f5ce6abc-b169-4d84-ae35-a13e2e96d5dd,StartChurn,552731912298,105772932426830.0,107512678917184.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f5df1f9a-3091-441e-b8e3-b9fb59743f8e,Clicb25029454GrupoBoaSorte02,554435221418,246654405204403.0,220669851138721.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f5ec9bf6-1371-4ebc-9089-ae21f58aa2a7,GARAGEM21,5521959200013,340719152448821.0,333537176502377.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f6085c42-e1cf-414d-9d46-77fb1de02814,Act2130307998,552130307998,103707455955855.0,126783397071311.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f6178de2-faa5-4d48-bf72-544eec05ff70,amocrm62b553a0b8aa46b1a2684fd9c9b139b5,16892674025,102417216145267.0,107088762336650.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f61ae8fd-066c-44fb-8cfd-732e9cb4be24,InfiniteFranchiseChat1,5517991031130,113561538252867.0,105460289073186.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f621357d-577e-4fe3-ac92-15f2cac6d82e,Telemaceio,553131812020,103123492820746.0,111357111988885.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f637c778-d7dd-4fb7-be03-04e62c7e307f,amocrm6506e5054aaf4598b01bdc6d3e2a6dd7,5215548384883,142885105570922.0,138279059368915.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f63c58ef-0fab-4aec-ab98-be7aeedaa9c1,BA01655bb412380507997c759f8e,557131909478,110985882044497.0,185788121277791.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f66b63d1-bb4f-4768-b227-ad524673f84a,Clicb11700777SOSCell,556592091510,112320538279440.0,109636585217807.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f684d332-55c0-4710-9127-0801d6a933ed,AMNorte64e60334582cfed8f5d83af4,559231995117,110985882044497.0,109221405611501.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f6ac4615-af9c-4c52-b934-75d8a31513d7,ValedasguasThermasPark65787861797118fc58e8e556,551940426080,193251063869564.0,182229001645804.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f6af6f82-dbe0-4e9f-8192-93b43f2902b4,13362688884,13362688884,213201248534586.0,245581698648630.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f6b4ffa7-3923-4b7d-9d9e-b80b3e9389c1,BODYCLINIC,552124920405,104820758877634.0,545181960587596.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f6c6b388-0662-4577-b231-ccfc7325e87b,Router,551131645700,114449858409146.0,111768232013379.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f6d74162-5c5a-4849-970b-cc09e7369709,Clicb10280991ExtraFarmaDDD33,553340047474,133525819847242.0,178487292007513.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f6e105af-641f-4441-bb9b-964f993a65da,amocrmaebd5a70e7a642deb26ccf1d0b667e27,5215530299031,120443144484448.0,111243032078254.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f6fbd923-0514-4077-8524-0fb163257a09,HappyHup,551934324274,105925862429928.0,105529005803443.0,,400,"{'message': {'code': 100, 'error_subcode': 2593005, 'error_user_msg': 'Phone number is not verified through SMS or voice, please use embedded sign-up, WhatsApp Manager, direct sign-up or GraphAPI depending on your use case to verify your phone number first or contact support for help. Learn more', 'error_user_title': 'Phone number is not verified', 'fbtrace_id': 'AaSnJ_mtYo85v9TPOpud24o', 'is_transient': False, 'message': 'Invalid parameter', 'type': 'OAuthException'}, 'status': 'error'}"
f7050a7e-d7bf-4bf1-815f-179bc0a3b526,GEFER1439,554688291439,175543422308471.0,173428345858947.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f70ecefc-bdca-45e7-aa13-14080e8a4f7b,jrcomunicacao5808,5511952705808,208672805672097.0,247050685163746.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f714559e-5f5a-40d1-a4ad-f7046d9c1fba,Benet2236,5521991762236,156927217511524.0,163701933496653.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f714a953-8dec-48c2-8044-e126f13df4ed,MPGAssessoria,554137984373,117272391428081.0,108443728988012.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f743a801-e732-4e98-b6dd-df0dbf5aad7c,CHASE656e2fdb330fdeaaa354ef25,553187216250,178486395349484.0,182428751621191.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f75035ea-8d31-4218-814e-67441f8af181,UnoSoluesFinanceiras65c3e70f550797d26a346d2e,555198612247,209829385545208.0,180488835158992.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f7775a9f-b230-47c8-97cb-f33de5618ff0,2724640140,552724640140,105302002624769.0,103768632779689.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f7822f5d-06a2-4ddb-9354-83a5e7982951,NCSAUDETESTE,558591097222,191377714060932.0,193155040550123.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f79cecbb-69cf-4ae1-b48c-741dd2ff7b81,VilaMariana,5511950468829,118074424555792.0,108419272198222.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f7b2959c-c3ef-4cd8-aea5-044ea4f593ab,BatingaCursos,558281730608,101504919583157.0,115629454823286.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f7b65e45-2ce5-4767-884e-9fe28a9a5c14,Decorcolors,5511959553948,119597251131602.0,103295596173523.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f7bb5dbf-e619-44b5-b8db-4b779ea077d6,Nexoteste,555180282653,203495506186762.0,215193158345460.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f7ccd726-d15c-42d5-b7dc-75613757e912,globalbothomol14,554891100350,115186574970795.0,107538372409508.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f7dfa794-d949-4a68-84d9-75f9285a00ed,Vonsher9586,554896839586,124733284049897.0,111614205372913.0,,200,"{'message': 'App migrated successfully', 'status': 'success'}"
f7fbe0e0-b084-4039-a912-ed66b319bf35,Clicb15689100SeuFornecedor,558198926657,108987122166403.0,110447892018928.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
f806f16d-ee00-4a3d-9dcc-e095bc63858d,amocrm16e7b0ee22104bba80234acee14e722c,12026979554,163973946790378.0,162550033600936.0,,404,"{'message': {'message': ""The Resource that you've tried is not their in the server. Please verify the request""}, 'status': 'error'}"
